"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","446","MAC","Macao, China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","19219.02"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","450","MDG","Madagascar","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4408.387"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","454","MWI","Malawi","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","3257.425807"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","237979.807283"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2574.04"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","6529.666"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","470","MLT","Malta","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","6656.29712"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","478","MRT","Mauritania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","3564"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","480","MUS","Mauritius","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5141.878"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","522454.6641"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","496","MNG","Mongolia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","6848.6"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","498","MDA","Moldova, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","7176.6"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","500","MSR","Montserrat","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","32.57"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","504","MAR","Morocco","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","58034.198421"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","508","MOZ","Mozambique","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","8620.991091"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","512","OMN","Oman","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","30994.759"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","516","NAM","Namibia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","9121.598492"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","520","NRU","Nauru","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","45"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","524","NPL","Nepal","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","15892.65"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","528","NLD","Netherlands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","757986.4061"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","531","CUW","Curaçao","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","1205.56"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","533","ABW","Aruba, the Netherlands with respect to","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1053.24"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","534","SXM","Sint Maarten","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","784.969"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","535","","Bonaire, Sint Eustatius and Saba","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","104.757228"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","540","NCL","New Caledonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2780.583"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","548","VUT","Vanuatu","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","339.459"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","554","NZL","New Zealand","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","49855.077245"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","558","NIC","Nicaragua","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","9826.379"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","562","NER","Niger","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2741.236993"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","566","NGA","Nigeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","51940.644503"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","570","NIU","Niue","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13.886"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","578","NOR","Norway","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","97763.879599"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","580","MNP","Northern Mariana Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","459.044"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","583","FSM","Micronesia, Federated States of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","197"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","584","MHL","Marshall Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","80"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","585","PLW","Palau","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","156.014"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","586","PAK","Pakistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","72515"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","591","PAN","Panama","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","20595.841"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","598","PNG","Papua New Guinea","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3024.272"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","600","PRY","Paraguay","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13559.730759"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","604","PER","Peru","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","50870.763018"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","608","PHL","Philippines","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","124386.496803"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","616","POL","Poland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","338340.89293"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","620","PRT","Portugal","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","97712.96665"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","624","GNB","Guinea-Bissau","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","354.895"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","626","TLS","Timor-Leste","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","872.675"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","634","QAT","Qatar","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","27985.403"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","642","ROM","Romania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","116227.78828"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","303994"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","646","RWA","Rwanda","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2895.07308"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","659","KNA","Saint Kitts and Nevis","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","259.7"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","660","AIA","Anguilla","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","265.075146"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","662","LCA","Saint Lucia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","601.422"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","666","SPM","Saint Pierre and Miquelon","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","118.187"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","670","VCT","Saint Vincent and the Grenadines","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","372.526"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","678","STP","Sao Tomé and Principe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","166.275006"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","152849.593993"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","686","SEN","Senegal","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","9699.022"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","690","SYC","Seychelles","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1133.482708"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","694","SLE","Sierra Leone","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1803.153"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","406226.0297"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","703","SVK","Slovak Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","103499.30869"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","704","VNM","Viet Nam","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","331581.795139"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","705","SVN","Slovenia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","57559.88037"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","113988.854"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","716","ZWE","Zimbabwe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","7188.17"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","724","ESP","Spain","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","418176.459"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","736","SDN","Sudan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","9237.941"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","740","SUR","Suriname","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1381.166"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","748","SWZ","Eswatini","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1935.804643"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","752","SWE","Sweden","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","186899.43159"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","756","CHE","Switzerland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","324069.132756"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","760","SYR","Syrian Arab Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","6462.901"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","762","TJK","Tajikistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4209.5"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","764","THA","Thailand","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","266882.15"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","768","TGO","Togo","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2631.955392"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","772","TKL","Tokelau","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","0.034106"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","776","TON","Tonga","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","276"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","780","TTO","Trinidad and Tobago","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5762.6"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","784","ARE","United Arab Emirates","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","347529.087"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","788","TUN","Tunisia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","22487.500407"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","792","TUR","Türkiye","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","271425.539526"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","795","TKM","Turkmenistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4026.35"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","796","TCA","Turks and Caicos Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","410.003441"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","798","TUV","Tuvalu","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","34.163"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","800","UGA","Uganda","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","8784.115568"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","804","UKR","Ukraine","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","72527"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","807","MKD","North Macedonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","11385.813468"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","83502.76"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","826","GBR","United Kingdom","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","693773.817136"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","834","TZA","Tanzania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","10024.29574"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2935314.152034"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","854","BFA","Burkina Faso","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4614.007"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","858","URY","Uruguay","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","10320.437"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","860","UZB","Uzbekistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","23740.369299"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","862","VEN","Venezuela, Bolivarian Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","7770"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","876","WLF","Wallis and Futuna Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","73.523242"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","882","WSM","Samoa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","368.24"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","887","YEM","Yemen","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5204.287"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","892","SRB","Serbia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","33796.966434"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","893","MNE","Montenegro","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2956.032171"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","894","ZMB","Zambia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","7096.212177"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","004","AFG","Afghanistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","1037"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3559.042934"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","36700"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","016","ASM","American Samoa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","317"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","020","AND","Andorra","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","147.580359"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","024","AGO","Angola","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","33581.49"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","028","ATG","Antigua and Barbuda","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","19.144"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","031","AZE","Azerbaijan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","22206.7"
